title,date_time,content,label,state,location
"
                                    Telangana tunnel collapse: At least six workers feared trapped as portion of SLBC tunnel roof caves in ",2025-02-22T14:08:45+05:30,"In a tragic incident, six workers were feared trapped after a section of a roof collapsed in the under construction stretch of the Srisailam Left Bank Canal (SLBC) in Nagarkurnool district of Telangana on Saturday, police said. The construction company's team has gone inside for assessment and it is verifying, they said.
Six to eight workers are feared trapped as per information given by the company engaged in the work, a senior police official said. ""The incident occurred when some workers had gone inside as part of the work when roof collapsed at 12-13 kms inside the tunnel,"" the official said.
However, a press release from the Chief Minister's office, without putting a number, indicated that some persons suffered injuries. Chief Minister ARevanth Reddydirected the district Collector, Superintendent of Police and other officials to reach the place of accident to carry out relief measures, it said.
As per the directives of Chief Minister, state Irrigation Minister N Uttam Kumar Reddy, government adviser on irrigation Adityanath Das and other irrigation officials left for the spot in a special helicopter, it said.
""Chief Minister Revanth Reddy expressed shock over the accident at the SLBC tunnel. After receiving information that the roof collapsed at the tunnel and injured many people, the Chief Minister immediately alerted the officials. He ordered the District Collector, SP, Fire Department, Hydra and Irrigation Department officials to immediately reach the spot and provide relief measures. On the orders of the Chief Minister, Irrigation Minister Uttam Kumar Reddy, Irrigation Advisor Adityanath Das and irrigation officials left for the accident site in a special helicopter,"" the CM's office said in a post on X.
Expressing concern over the accident, Union Coal Minister GKishan Reddyenquired about the reasons for it and asked officials to bring out those feared trapped to safety. He also told the officials to provide treatment to the injured (if any), a release from his office said.
(With PTI inputs)",,telangana,
"
                                    Bengal Business summit 2025 secures investment proposals worth Rs 4.40 lakh crore: CM Mamata Banerjee",2025-02-06T16:36:06+05:30,"Bengal Business Summit 2025:West Bengal Chief Minister Mamata Banerjee today (February 6) said that the state received investment proposals worth over Rs 4.40 lakh crore during the two-day business conclave this year. She asserted that the state remains a 'prime destination' for investors.
Addressing the concluding session of the Bengal Global Business Summit (BGBS), Banerjee said that a total of 212 memoranda of understanding and letters of intent were signed across various sectors, underlining the state’s potential as an investment destination.
Banerjee said, ""We have received investment proposals amounting to Rs 4, 40,595 lakh crore during the two-day event. This will create thousands of job opportunities in West Bengal.""
The 'overwhelming response' to BGBS 2025 reflects Bengal’s ""growing economic potential,"" Banerjee stated. She emphasized her government's development efforts since 2011, noting that these initiatives have lifted 1.72 crore people above the poverty line in the state.
""Our continued focus on infrastructure, industry, and social welfare has yielded results,” she said.
In the 2023 edition of BGBS, Banerjee had said that West Bengal received investment proposals worth over Rs 3.76 lakh crore.
A key highlight of this year’s summit was the investment commitment from Reliance Industries, with its ChairmanMukesh Ambanipledging to invest Rs 50,000 crore in the state by the end of the decade.
""Today, in less than a decade, our investments in Bengal have increased 20 times, and we have invested over Rs 50,000 crore. Mamat Didi, we shall double this investment by the end of this decade. Our investments have created over one lakh direct jobs,"" Ambani said at the inaugural session of the event on Wednesday.
The summit witnessed other significant announcements, including the unveiling of a global centre of excellence for artificial intelligence by ITC in New Town area of Kolkata.
JSW Group also made a strong commitment to Bengal, with chairman Sajjan Jindal announcing a Rs 16,000-crore investment to develop a 1,600 MW power project at Salboni.
Jindal stated that the company plans to double its capacity in the future with an additional investment of a similar scale.
The summit saw the participation of leading industrialists, policymakers, and international delegates, reinforcing Bengal’s position as a key investment hub in eastern India.
(With PTI inputs)
Also Read:School job aspirants take out protest rally in Kolkata demanding CM's intervention in SLST 2016
Also Read:West Bengal to impose hefty penalties for spitting and chewing tobacco in public spaces",,west-bengal,
"
                                    West Bengal to impose hefty penalties for spitting and chewing tobacco in public spaces | Check guidelines",2025-02-05T17:02:07+05:30,"West Bengal is about to crack down on the rising nuisance of spitting and chewing tobacco in public spaces, with a new bill set to be presented during the upcoming budget session. The state government is aiming to tackle this growing issue by introducing hefty fines, significantly higher than the current penalties, which have long been seen as ineffective.
In a cabinet meeting held on Tuesday at the state secretariat, Nabanna, the West Bengal government decided to bring forward the legislation aimed at curbing public spitting, chewing tobacco, and pan masala, which has been causing a blot on the state’s public spaces. Chief Minister Mamata Banerjee voiced her concern about the increasing trend of spitting in public places, especially on newly painted walls and footpaths, hindering the government's beautification efforts.
""People chewing gutkha and spitting on walls or public places is becoming a growing problem. This not only ruins the appearance of our infrastructure but also leads to unhygienic conditions,"" Banerjee said during the cabinet meeting. She also expressed her frustration over the state’s ongoing struggle to keep public spaces clean, with spitting becoming a common sight on fresh, newly painted walls.
The new bill proposes a significant increase in the fine for such offences, though the exact amount is yet to be finalised. Currently, under the West Bengal Prevention of Spitting in Public Places Act of 2003, a fine of 200 rupees is imposed. However, sources suggest that under the new bill, the fine could rise to 1,000 rupees per incident, marking at least a fivefold increase.
This move comes in response to growing public demand for stricter measures, as the existing penalty has been widely viewed as inadequate to deter such behaviours. While the fine amount is still under discussion, it’s clear that the state government is serious about addressing this issue.
The state’s budget session is set to begin on February 10, and Finance Minister Chandrima Bhattacharya will present the state’s budget on February 12, during which the new bill will likely be introduced. The upcoming legislative action signals the government’s commitment to improving public health and sanitation by taking a tough stand on tobacco-related public nuisances.
With this bold step, West Bengal hopes to set an example for other states grappling with similar issues, ultimately restoring dignity and cleanliness to its streets.",,west-bengal,
"
                                    Denied leave, man stabs four colleagues in Kolkata, walks around  with bloodstained knife ",2025-02-07T12:46:32+05:30,"Upset over leaves, a state government employee of West Bengal’s Kolkata stabbed at least four of his colleagues, officials said. The employee, identified as Asit Sarkar, was seen walking around with the bloodstained knife, a sight that was captured on camera.
Sarkar, a state government employee at Karigori Bhavan in the city's Newtown area, was arrested by the Techno City police station under Bidhannagar police commissionerate. The employee was allegedly denied leave which had caused the flare-up.
""Sarkar, a resident of Ghola in Sodepur, North 24 Parganas district, works in the technical education department. This morning, following a tiff with his colleagues over taking time off, he attacked them with a knife and then tried to flee. We have arrested him,"" a police officer said.
A video shows him walking around with a knife and two bags, one on his back and another in his hand in broad daylight. When some passerby films him on the street, he asks them to not come near him.
The injured were identified as Jaydeb Chakraborty, Santunu Saha, Sartha Late, and Sheikh Satabul. Two of them are in serious condition, police added.
""The accused was seen running through the streets of New Town with the knife. Police are investigating the incident to understand the motive behind his action,"" the officer added.
(With PTI inputs)",,west-bengal,
"
                                    Trinamool Congress calls for renaming West Bengal to 'Bangla'",2025-02-04T18:25:12+05:30,"The Trinamool Congress (TMC) on Tuesday raised the issue of renaming West Bengal as 'Bangla' in the Rajya Sabha, calling the change essential to reflect the state's cultural heritage and history. TMC MP Ritabrata Banerjee mentioned the matter during Zero Hour, highlighting that the West Bengal Assembly had unanimously passed a resolution in July 2018 to rename the state, yet the central government had not acted on it.
Banerjee noted that Chief Minister Mamata Banerjee had written to Prime Minister Narendra Modi, arguing that the renaming would align with the history, culture, and identity of the state, while also reflecting the aspirations of the people of Bengal. He emphasized that after the 1947 partition, the Indian side was named West Bengal, and the eastern part was known as East Pakistan, which later became Bangladesh in 1971.
""Today, there is no East Pakistan,"" Banerjee pointed out, stressing the need to change the state's name in light of this historical shift.
The issue of renaming states is not new in India. The last time a state name was changed was in 2011 when Orissa became Odisha. Other cities, too, have undergone name changes, such as Bombay to Mumbai in 1995, Madras to Chennai in 1996, Calcutta to Kolkata in 2001, and Bangalore to Bengaluru in 2014.
The TMC’s demand for renaming West Bengal to 'Bangla' is seen as a reflection of the region's cultural identity, with supporters arguing that the new name would honour Bengal's history and its people’s aspirations. Banerjee also pointed out that the central government has yet to take any steps to honour the 2018 resolution passed by the West Bengal Assembly.
In addition to this issue, other matters were raised in the Rajya Sabha, including demands for national festival status for Odisha's Bali Jatra, cheaper ethanol for consumers, the dredging of the Barak River in Assam, and a call for better water conservation techniques to address flooding issues.",,west-bengal,
"
                                    Poisoning, throat injury: Kolkata 'suicides' are actually murders, family's car crash could be a cover up ",2025-02-21T10:40:01+05:30,"The deaths of two women and a teenage girl that had shocked Kolkata, might not be cases of death by suicide as was suspected before. Post-mortem examination conducted on the three bodies revealed that they were murdered, the police said. The three members of a family were found dead inside their house, while three others of the same family, two men and a boy, were injured after their car crashed into a Metro Rail pillar in the city, earlier. One of the injured persons had told the police about the deaths in their family home.
""The autopsy conducted bodies of the two women, with wrists slit and deep injury marks on their throats, suggested that they died due to the effect of the injuries which were ante-mortem in nature. The minor girl died due to poisoning,"" the officer said.
Two brothers – Pranay and Prasun Dey – lived in that house in Tangra area with their wives Sudeshna and Romi, respectively. Pranay’s son and Prasun’s daughter were the other occupants of the house. Bodies of the three female members of the family were found in separate rooms of the house while the male members were in the car that crashed into the pillar early at around 4 am on Wednesday.
""Romi Dey had a single slash injury and both of her wrists were slit. The cause of her death is due to the effect of the antemortem injuries. The same was found on Sudeshna Dey’s body. The minor girl had several bruises all over her body, legs and lips,"" an official said.
""The fluid found in her stomach had the smell of medicine and the cause of her death was due to poisoning,"" the officer toldPTI.Sudeshna’s body bore some superficial injury marks other than those on her throat.
""The injuries were not self-inflicted in nature. They died around 36 to 48 hours before the bodies were found on Wednesday morning,"" the senior police officer of Kolkata Police said.
The post-mortem examination was conducted at the NRS Medical College and Hospital in the presence of a videographer, police personnel of the homicide department of Kolkata Police and Tangra Police Station officers.
Following the autopsy, it can be said that the three were murdered within ""three to six hours after they had their last meal"".
""The two brothers claimed that the three died by suicide. They tried to mislead our investigators. We suspect that they had an active role behind these deaths,"" he said.
""Police have lodged a murder case against unidentified persons in connection with the deaths. ""A murder case has been lodged against unidentified persons. We are investigating the matter,"" the officer said.
A police team was probing into the accident of the vehicle near Abhishikta crossing on EM Bypass in which the two brothers along with a minor boy were trying to ""flee"", he said. The family, which used to operate a tannery business, was in financial difficulties, the officer said.
Forensic experts collected evidence from their Tangra house. ""They collected samples mainly from the dining room and the bathroom area where bloodstains were discovered,"" he said.
Meanwhile, the health condition of the three persons injured in the car crash was stable following surgeries at a private hospital in the city, the officer said.",,west-bengal,
"
                                    Kolkata triple 'murder' case: Autopsy says women were killed, husbands likely to be arrested",2025-02-22T23:23:17+05:30,"Two women and a teenage girl in Kolkata’s Tangra were found dead in 'mysterious' circumstances. The case that was earlier suspected to be of suicide, is confirmed to be murder after the post-mortem reports. Police are now investigating whether the two husbands, who are brothers, were involved or if there was an outsider behind the killings.
On Wednesday, the three members of the family, the victims—Sudeshna and Romi Dey, and Prasun Dey’s daughter—were found dead inside their Tangra residence. Few hours later, the two brothers and a boy from the family were injured in a car crash near a Metro Rail pillar.
Two brothers – Pranay and Prasun Dey – lived in that house in the eastern part of Kolkata with their wives Sudeshna and Romi, respectively. The brothers had, earlier, claimed to police that there was a suicide pact among the family members following which all consumed porridge laced with sleeping pills
""The autopsy conducted on the bodies of the two women, with wrists slit and deep injury marks on their throats, suggested that they died due to the effect of the injuries which were 'antemortem in nature. ' The minor girl died due to poisoning,"" the officer said.
The three injured have been undergoing treatment in a private hospital here. While Pranay was shifted to the state-run NRS Hospital, his brother Prasun and the juvenile son of Pranay are still undergoing treatment at the private facility.
""The health conditions of the two brothers and the boy, who were injured in the accident, were stated to have improved,"" the policeman said. The forensic team of Kolkata Police have collected samples from the bathroom, the washbasin, and rooms from where the bodies of the two women and the girl were found,"" the officer had said.
(PTI inputs)",,west-bengal,
"
                                    Mahakumbh has turned into 'Mrityu Kumbh', claims Mamata Banerjee in Bengal Assembly",2025-02-18T15:35:43+05:30,"West Bengal Assembly Session:West Bengal CM Mamata Banerjee on Tuesday sparked controversy by terming the 'Mahakumbh' as 'Mrityu Kumbh' in view of the recent incidents of stampede and alleged that the true death toll at the mega gathering has been suppressed.
At least 30 people died and 60 were injured in a stampede in Uttar Pradesh's Prayagraj last month while 18 people lost their lives in a recent stampede at the overcrowded New Delhi railway station.
Speaking in the West Bengal Assembly she said that for the rich and VIPs, facilities are available to book tents costing up to Rs1 lakh, however, for the poor, there are no proper arrangements at Kumbh.
""This is 'Mrityu Kumbh'. They (the BJP government) have hidden hundreds of bodies to bring down the toll. I respect Maha Kumbh, I respect the holy Ganga Maa. But there is no planning. How many people have been recovered? For the rich, the VIP, there are systems available to get camps (tents) for as high as Rs 1 lakh. For the poor, there are no arrangements at Kumbh. A stampede situation is common in a 'mela' but it is important to make arrangements. What planning did you make?"" said CM Banerjee.

Banerjee challenged the Bharatiya Janata Party (BJP) to prove allegations of her links with Bangladeshi fundamentalists, stating that she would resign if the party could substantiate the claims. The Chief Minister further said that she will complain to Prime Minister Narendra Modi about 'his MLAs' accusing her of 'being hand in glove with Bangladeshi fundamentalists'.
She said that BJP is using religion to serve its political interests, adding that the 'freedom of speech doesn't allow BJP MLAs to spread hatred and divide people'.
The Leader of the Opposition in West Bengal, Suvendu Adhikari, on Saturday, alleged that anti-national activities are high in some areas of the state and blamed Banerjee for them. ""There are some areas in Bengal where anti-national activities are high,"" news agency ANI quoted Adhikari telling reporters.
""In the last 2-3 months, many Bangladeshis, Rohingyas and extremists have been arrested by Assam Police and Jammu and Kashmir Police. There are 50-55 assembly constituencies and 30-35 police stations where the demography has changed... Mamata Banerjee is directly responsible for this. She has failed as a police minister (Home Minister) in Bengal,"" he added.
(Input: Onkar Sarkar)
Also Read:Bengal BJP MLAs stage sit-in on assembly premises, allege Mamata govt of doing appeasement politics
Also Read:Bengal LoP Suvendu Adhikari, other BJP MLAs suspended for rest of assembly session for misconduct",,west-bengal,
"
                                    Five tourists from West Bengal killed in road accident ",2025-02-23T19:24:33+05:30,"Five tourists from West Bengal tragically lost their lives, and five others sustained injuries in a road accident in Gujarat's Surendranagar district on Sunday, police reported.
The incident took place around 4:30 PM on a national highway near Navi Morwad village in the Limbdi taluka. According to JN Gamara, sub-inspector at the Chuda police station, the group of tourists were traveling in a Tempo Traveler when the vehicle collided with a dumper truck.
The victims had been returning from a trip to destinations such as Diu and Gir. They were scheduled to catch a flight from Ahmedabad two days later, according to the police official.
Two women and three men died on the spot from the impact of the crash. Five other members of the group were immediately taken to a hospital in Sayla for medical treatment.
The authorities have sent the bodies for post-mortem to determine the exact cause of death. Further investigation into the accident is underway.
(Inputs from PTI)",,west-bengal,
"
                                    Suvendu Adhikari warns Mamata after Delhi results: '2026 mein Bengal Ki Baari'",2025-02-09T08:01:38+05:30,"West Bengal LoP and top BJP leader Suvendu Adhikari on Saturday warned CM Mamata Banerjee after the party uprooted Aam Aadmi Party (AAP) from power, making a comeback in Delhi after a long gap of 25 years.
Speaking to the media, Adhikari said, ""Delhi ki jeet hamari hain... 2026 mein Bengal ki baari"" (We've won Delhi and it's Bengal's turn in 2026). Adhikari also said that the BJP won in Bengali-dominated areas, where he had campaigned. He said, ""AAP-da ki vidayi ho gayi hai. I campaigned in Bengali-majority areas of Delhi and the infrastructure is in bad shape. They have destroyed Delhi. The BJP saw an easy win in most of the Bengali areas of Delhi.""
Meanwhile, Bengal BJP chief and MP, Sukanta Majumdar, served up a similar warning. He declared, ""People of Bengal will also vote for the BJP... in the next Assembly election...""
It must be noted that the assembly elections in West Bengal are slated for March-April next year. The BJP has for long been trying to uproot the Mamata-led Trinamool Congress government. However, CM Mamata has managed to retain power since she sworn in on May 20, 2011.",,west-bengal,
"
                                    CNG yellow taxis to ply Kolkata's roads soon, focus on providing modern amenities to commuters ",2025-02-07T23:36:37+05:30,"Kolkata:Around 150 eco-friendly CNG taxis painted in the classic yellow colour with a blue border will soon ply the roads of Kolkata, a transport official said on Friday (February 7). An MoU in this regard was signed between the state government and the operator of the service on Thursday, the last day of the two-day Bengal Global Business Summit, he said.
The move is aimed at preventing yellow taxis from going off the city roads and providing all modern amenities keeping in mind the expectations and demands of the city commuters in an economical manner, the official said.
""We want to sustain the drivers of metered diesel yellow taxis, the life expectancy of which is nearing deadline, by inducting them into this initiative,"" the official said.
A representative of the company told media, ""While in the near future, 150 eco-friendly taxis running on green fuel (CNG) will hit the city streets, and will be available on Yatri Sathi app of the state government, the firm also plans to consistently add more vehicles to the fleet every month.""
Apart from retaining the yellow taxis, the three other MoUs pertained to introducing 'pink taxis'- driven by women and meant for women commuters only- and 'rent a bike'- introducing a fleet of electric bikes- and cruise tourism, Mohan told media.Read AlsoWest Bengal: Several flights delayed at Kolkata airport due to fogWoman tricks husband into selling kidney for daughter's education, elopes with lover taking moneySchool job aspirants take out protest rally in Kolkata demanding CM's intervention in SLST 2016Amul to invest Rs 600 crore to set up dairy facility with world's largest curd plant in KolkataDenied leave, man stabs four colleagues in Kolkata, walks around  with bloodstained knife
West Bengal: Several flights delayed at Kolkata airport due to fog
Woman tricks husband into selling kidney for daughter's education, elopes with lover taking money
School job aspirants take out protest rally in Kolkata demanding CM's intervention in SLST 2016
Amul to invest Rs 600 crore to set up dairy facility with world's largest curd plant in Kolkata
Denied leave, man stabs four colleagues in Kolkata, walks around  with bloodstained knife
The amount of investment for yellow taxis was not spelt out separately. Around 1,500 metered yellow taxis in West Bengal would be phased out by the end of next year as commercial vehicles older than 15 years are not allowed to ply the city roads, transport department sources said.
There are around 4,500 Ambassador metered yellow taxis in the state which will come down to 3,000 by the end of 2026, they said. In 2008, Calcutta High Court had ordered that commercial vehicles older than 15 vehicles would not be allowed to ply the city roads.",,west-bengal,
"""Justice Will Prevail"": Infosys Co-Founder Kris Gopalakrishnan On Case Against Him And Others","Jan 30, 2025 17:58 pm IST","Infosys co-founder and IISc Council Chairman Kris Gopalakrishnan said on Thursday that he has full faith in the judiciary and trust that justice will prevail after a case was filed against him and 17 others by the former Indian Institute of Science (IISc) professor under the SC/ST (Prevention of Atrocities) Act. In response to the ongoing legal proceedings and court hearing, Kris Gopalakrishnan said on January 29, the Karnataka High Court stayed all further investigation and proceedings under the SC/ST (Prevention of Atrocities) Act against him and others. ""As the matter is before the court, I will not comment further. I have full faith in the judiciary and trust that justice will prevail,"" said Gopalakrishnan. He added that he is also deeply pained as the law meant to protect the marginalised communities has been misused to make false allegations against him. ""I have always believed in fairness, justice, and treating everyone with respect, regardless of their background. I am deeply saddened that a law meant to protect marginalised communities has been misused to make false allegations against me,"" he said. He added that he has been associated with IISc as Chairman of the Council since 2022, while the alleged incidents date back to 2014.  He added that IISc has clear policies for fair and transparent investigations, which are within the purview of the executive management. Infosys co-founder and IISc Council Chairman Kris Gopalakrishnan, along with 17 faculty members, was booked under the SC/ST (Prevention of Atrocities) Act following allegations by a former professor regarding incidents from 2010 to 2020. The matter is under proceedings of the Karnataka High Court. The FIR was filed by the Sadashivanagar police following directions from the 71st City Civil and Sessions Court in Bengaluru. The complaint was lodged by D. Sanna Durgappa, a former professor at the Centre for Sustainable Technologies, IISc. The case has been filed against the Infosys Co-founder Kris Gopalakrishnan, Govindan Rangarajan, Sridhan Warrior, Anil Kumar, Namrata Gundaiah, Nirmala, Sandhya Vishwanath, Dishika Chakravarthy, Hari K.V.S., Dasappa, Balaram P., Balachandra P., Hemalatha Mhisi, Anjali A. Karande, Chattopadhyaya K., Pradeep S. Sawkar, Abhilash Raju, and Manoharan, all of whom are associated with the Indian Institute of Science (IISc). The police have invoked Sections 3(8), 3(14), 3(1)(2), 3(x), 2(1), and 2(11) of the SC and ST (Prevention of Atrocities) Act. In his petition, Sanna Durgappa alleged that he was falsely implicated in a fabricated honey trap case, which led to his dismissal from IISc in 2014. He further claimed that the accused conspired to commit atrocities against him and insulted him based on his caste from 2008 to 2025. Durgappa claimed that IISc's Director had agreed to reinstate him, but this promise has not been fulfilled to date. He also alleged that the accused caused irreversible damage to his reputation, making it impossible for him to secure employment elsewhere in the country. The complainant alleged further harassment, including threats from ""hired rowdies"" when he sought justice. He stated that the woman involved in the alleged honey trap case had left the institution, yet IISc has not reconsidered his reinstatement. Even emails to the Union Minister for Education received misleading responses, he alleged. Durgappa also pointed out that while nearly 30 sexual harassment cases have been reported at IISc, none of the accused in those cases have been dismissed. He alleged misappropriation of approximately Rs 2,500 crore in SCSP and TSP funds (reserved for the welfare of SCs and STs) at IISc. Furthermore, he claimed that IISc's Director secured stay orders 15 times from the court and allegedly threatened him that judges could be booked to ensure a favourable verdict. The High Court bench headed by Justice S.R. Krishnakumar has issued an emergent notice to respondent number one, Dr. D. Sanna Durgappa, in the case. The bench asked to file objections and stated in the order: ""In the meanwhile, all further proceedings/investigation in the case and all further proceedings in the PCR, in so far as the petitioners are concerned, are hereby stayed till the next date of hearing."" (This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)",india-news,,india
'Was Ahead Of His Time': Professor To NDTV On Trump's Indian-Origin Pick For AI,"Dec 23, 2024 17:09 pm IST","Indian-origin genius Sriram Krishnan, who has been appointed senior policy adviser for artificial intelligence in the incoming Trump administration, was ahead of his time when he was in college, Mr Krishnan's professor Dr G Vadivu told NDTV. Dr Vadivu is head of department of science and big data in Tamil Nadu's SRM Institute of Science and Technology (SRMIST). ""He (Mr Krishnan) learned a lot and he got interested in computing languages. He learned the Python programming language on his own and shared his knowledge with the faculty like me. These are new languages useful for new technologies like artificial intelligence and data science,"" Dr Vadivu told NDTV. ""While it was too early for us to know about artificial intelligence, he was into that kind of parallel programming and distributed computing with Python. We are very happy to know that he is into that career path from his undergraduate period till this time. He was recruited by Microsoft directly after his undergraduate studies,"" Dr Vadivu, who teaches at SRMIST's campus in Chennai's Kattankulathur, said. US President-elect Donald Trump has chosen Mr Krishnan, 41, as senior policy adviser for artificial intelligence at the White House Office of Science and Technology Policy. Dr Vadivu said Mr Krishnan learned everything by himself. ""He was very interested in learning new things on his own... We taught common core subjects such as computer architecture or operating systems, something basic for computer science and engineering students. He was, however, innovative and learned new technologies on his own. We felt he would definitely achieve something great in future,"" the SRMIST professor told NDTV. After Microsoft, which he joined right after graduation, Mr Krishnan went on to work at Facebook, and X (formerly Twitter) under Elon Musk.  Dr Vadivu said Mr Krishnan never forgot his alma mater. ""He loved to come here and meet the faculty and his juniors. He came to the SRMIST campus many times and gave seminars and sessions for junior students,"" she said. Mr Krishnan in a post on X acknowledged President-elect Trump's offer and expressed gratitude for the opportunity. ""I'm honoured to be able to serve our country and ensure continued American leadership in AI working closely with David Sacks. Thank you, Donald Trump, for this opportunity,"" he said. Mr Krishnan and his wife Aarthi Ramamurthy host the podcast 'The Aarthi and Sriram Show'.",world-news,,world
CAG Reports To Be Tabled In 1st Session Of Delhi Assembly On Monday,"Feb 22, 2025 17:19 pm IST","The first session of the newly constituted Delhi Assembly will begin on Monday, officials said. The session will be held on February 24, 25 and 27, they said, adding 14 pending CAG reports on the performance of the previous AAP government will be tabled in the House. BJP MLA Vijender Gupta is likely to be the speaker of the 8th Delhi Assembly. He was the leader of opposition in the previous Assembly. Mr Gupta said party MLA Arvinder Singh Lovely would be the Pro-tem Speaker of the House. The newly elected MLAs will be administered the oath of office on February 24-25. After a holiday for Shivratri on February 26, the CAG reports will be tabled by the BJP government. The session will begin with the appointment of the new speaker and administering oaths to the new MLAs. Delhi LG V K Saxena will address the House and there will be a motion of thanks following his address, officials said.  During the AAP rule in Delhi, the BJP had moved court seeking direction to the government to table the CAG reports. The BJP had accused the erstwhile AAP government of stalling the report to hide its ""corruption"". In a post on X, Vijender Gupta said that he met Chief Minister Rekha Gupta and discussed the agenda of the upcoming Assembly session. ""The CAG reports will be tabled on February 25,"" he said. Mr Gupta had earlier said that he has been nominated as the party's candidate for the Assembly Speaker's post. The BJP defeated AAP in recent Assembly polls, winning 48 of the 70 seats. AAP has 22 MLAs. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",india-news,,india
Shah Rukh Khan Rents Out Two Apartments For Rs 8.67 Crore Over 3 Years,"Feb 20, 2025 19:53 pm IST","Hindi film superstar Shah Rukh Khan has rented out two of his luxury duplex apartments in Mumbai's posh Pali Hill area, according to property registration documents accessed byZapkey.com.The actor will receive a sizable income for the next three years from the two opulent duplex flats on the first, second, seventh and eighth floors of the Pooja Casa building alone. According to theproperty website,the first duplex has been rented to film producer Jackie Bhagnani and his sister Deepshikha Deshmukh for Rs 11.54 lakh per month. They have made a security deposit of Rs 32.97 lakh for the three-year lease. Also Read | Shah Rukh Khan To Get Rs 9 Crore Refund For Mannat: Maharashtra Official The second duplex, rented to film producer Vasu Bhagnani, will bring in Rs 12.61 lakh per month. The security deposit for this apartment stands at Rs 36 lakh for the three-year lease. According to official documents, the agreements were finalised on February 14, 2025, and the total rental earnings from both properties will amount to Rs 8.67 crore over the three-year period.  Also Read | Shah Rukh Khan Enters Hurun Rich List With Rs 7,300 Crore Fortune As reported in the 2024 Hurun India Rich List, Shah Rukh Khan's net worth has reached Rs 7,300 crore. Mr Khan, 58, has built a business empire beyond the silver screen. His production house, Red Chillies Entertainment, and his stake in Kolkata Knight Riders, who won the Indian Premier League 2024, have played pivotal roles in his growing wealth.",mumbai-news,,mumbai
"Gujarat Announces Rs 3.7 Lakh Crore In Budget With Major Push For Education, Infra","Feb 20, 2025 16:48 pm IST","Gujarat Finance Minister Kanu Desai on Thursday presented the state budget for 2025-26 in the Assembly, with a record allocation of Rs 3,70,250 crore. This marks the fourth consecutive budget under his leadership, focusing on education, infrastructure, skill development, and social welfare. A major highlight is the Rs 59,999 crore allocation for education, reinforcing Gujarat's commitment to modernizing its education system to align with global standards and the Viksit Bharat 2047 vision. The budget places a strong emphasis on improving education quality and accessibility. The Mission Schools of Excellence programme will receive Rs 2,914 crore, enabling structural improvements in over 25,000 classrooms. The Namo Lakshmi Yojana has been allocated Rs 1,250 crore to promote girls' education, while Rs 782 crore will be spent under the Right to Education (RTE) Act to support students in private schools. The Namo Saraswati Vigyan Sadhana Yojana will benefit 2.5 lakh students with an allocation of Rs 250 crore, and Rs 223 crore has been earmarked for student travel concessions in State Transport (ST) buses. The Gyan Shakti Residential Schools of Excellence will receive Rs 200 crore to enhance residential education facilities. Scholarships also see a significant push, with Rs 100 crore for the Gyan Sadhana Merit Scholarship, benefiting 75,000 students, and Rs 70 crore for the Gyan Setu Merit Scholarship, assisting 90,000 students. The recruitment of over 22,000 teachers in government and aided schools is also underway, addressing staff shortages and improving education quality. A substantial portion of the budget is dedicated to infrastructure development, with a focus on roadways, public transportation, and smart city initiatives.  Key investments include Rs 5,000 crore for road expansion projects, Rs 4,000 crore for smart cities, and Rs 3,500 crore for urban housing projects. The government aims to enhance connectivity between industrial hubs and rural areas, boosting economic growth. The healthcare sector has been allotted over Rs 40,000 crore, with plans to establish new hospitals and upgrade existing facilities. A key initiative includes the integration of AI-based diagnostics in government hospitals to enhance patient care. The Ayushman Bharat Yojana has been allocated Rs 3,200 crore, ensuring wider healthcare coverage for low-income families. Gujarat continues its focus on women's empowerment with Rs 15,000 crore allocated to the schemes for nutrition, financial independence, and safety. The Namo Lakshmi Yojana and Mukhyamantri Mahila Udyam Yojana are key initiatives that encourage education and entrepreneurship among women. The government also plans to strengthen anganwadis and child nutrition programmes, ensuring better healthcare for children in rural and urban areas. With Gujarat emerging as an industrial hub, the budget emphasizes job creation and entrepreneurship. The state has allocated Rs 10,000 crore towards skill development and startup incentives, focusing on IT, AI, renewable energy, and manufacturing sectors. New training centres and incubation hubs will be established to equip youth with industry-ready skills. To support Gujarat's agricultural sector, the government has set aside Rs 25,000 crore for irrigation, smart farming techniques, and crop insurance subsidies. The Mukhyamantri Kisan Yojana will receive a major boost, ensuring better irrigation facilities and financial support for farmers. The focus is on sustainable agriculture, water conservation, and the adoption of technology-driven farming practices. Gujarat has committed Rs 12,000 crore towards solar, wind, and hydrogen power projects. The state aims to increase its solar capacity by 5,000 MW and invest in electric vehicle (EV) infrastructure, making Gujarat a major player in India's green energy transition. Finance Minister Desai presented the budget in a red-coloured 'pothi' (ledger book), rather than the traditional briefcase. The pothi was adorned with Warli paintings and Ahir embroidery, symbolizing Gujarat's rich tribal and folk artistry. The Ashoka Stambh was also prominently featured, reflecting national pride and governance. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",india-news,,india
